peak-aif,Scan Nr,retention,Mass(uD),retentionMean,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973,clusterId1,membership1
2754,1211,6828102,143889969,6624728,5071.06,5033.24,5108.04,5262.64,5406.33,4777.6,5191.42,5215.75,4599.95,4908.11,5149.49,5473.86,5446.87,5032.01,4889.42,13485,4684.57,12989,4600.66,5138.78,5082.53,5431.52,4947.04,4577.88,4524.52,11794,,
2755,1216,6861960,114055969,6854505,5133.76,5455.23,5163.62,4975.91,4800.47,24008,4500.64,5100.21,4561.07,4628.13,4594.38,4822.21,4576.82,4515.54,5417.84,5380.52,5246.5,5049.24,57932,26513,4914.3,4892.53,5467.13,4774.67,5150.46,5126.33,,
2756,1219,6880750,136048355,6917775,224029,215046,4634.94,5329.28,5362.63,140943,5231.81,5443.4,108795,5300.62,5297.17,95774,5461.88,5085.71,150406,130920,103885,134482,143373,131742,92743,5195.31,600874,611073,568215,4593.31,,
2757,1220,6887039,110024696,6830703,4910.83,5138.1,16280,4846.58,5328.18,18848,4831.1,4657.96,4724.21,4979.76,4574.22,4666.41,4677.36,4853.67,4686.98,4959.97,4841.04,5209.74,4761.95,21076,4679.82,4602.43,4561.79,17751,5287.67,5089.65,,
2758,1227,6935540,94029366,6846187,4849.4,5162.72,4590.34,5488.89,4949.59,5175.38,5430.97,4986.64,4647.71,14402,4922.17,5064.47,4645.93,5365.48,4608.47,4648.27,5441.4,11011,19904,14798,4700.44,4739.98,5358.59,5289.64,11401,16238,,
2759,1227,6935540,132021561,6848740,5141.5,5212.82,17546,4714.94,4846.61,22070,5170.62,5050.37,4512.95,5023.66,30448,5047.99,5014.61,5167.87,4618.34,5473.21,4532.16,21336,24615,5082.32,5442.52,4699.49,44608,70382,4938.01,4551.82,,
2760,1228,6941806,123008698,6776235,5467.68,5466.81,4550.79,5005.47,4625.05,4956.32,5054.91,4526.71,4711.71,5392.31,4826.64,4967.84,5085.62,5194.34,5469.29,4746.3,5105.57,5061.84,5419.41,14761,4763.77,4895.97,5252.33,21623,15866,4527.11,,
2761,1229,6948227,189017288,6882382,5411.57,22746,4508.88,14895,13067,5440.44,5357.58,5481.01,4875.83,4917.34,4676.25,21704,4609.78,5396.34,5408.1,5367.07,5475.44,5178.68,4945.65,5427.44,4762.43,15930,5240.2,5400.15,5184.6,5162.31,,
2762,1231,6960853,153019302,7003612,14184,14341,16982,16591,24242,24878,15588,12578,26826,32820,14299,17562,16374,4929.81,10344,17234,11015,5495.1,15101,14444,15265,22458,5290.32,22298,13151,16860,,
2763,1233,6967145,100003662,6661953,4661.2,5028.55,4939.49,4626.48,4750.55,4541.22,4581.86,4797.19,4712.94,5294.17,10882,5055.38,4531.05,5169.22,4811.03,5325.17,5103.63,22924,5316.55,21908,5092.73,5152.73,14765,31234,5079.31,23715,,
2764,1235,6979710,292904114,6572936,11177,5286.83,30694,5150.73,27301,5432.47,5292.24,4790.46,4623.12,4928.35,5090.77,4698.3,20150,4823.37,4722.35,5477.9,4942.35,4723.54,4806.03,4560.38,4830.25,5399.26,5009.36,5271.47,4884.01,4749.84,,
2765,1236,6986081,114019539,6988273,12505,4832.16,4932.18,4633.5,5021.62,10557,11793,10042,4588.81,11192,4993.19,12407,4964.65,10881,4619.21,11356,4923.1,5051.12,13122,12546,5094.92,5271.68,4981.35,10081,4775.37,4924.41,,
2766,1240,7011199,230936142,6976686,5367.9,5476.37,4614.97,4989.4,4535.25,12334,5196.82,11020,11022,11999,4856.73,4642.14,12807,4544.63,12869,5221.42,13386,5065.22,10220,5075.82,11878,4508.88,4648.88,4609.76,4638.69,4723.42,,
2767,1242,7023872,129019241,6777409,5087.35,5270.91,5301.19,4752.21,11286,4855.73,12369,4630.79,4861.26,5443.23,4789.31,12902,5209.89,5151.08,5112.1,5117.3,4645.36,4975.33,17478,4677.28,5341.92,5366.47,21492,35292,5033.92,5315.04,,
2768,1242,7023872,286998627,7114261,5411.85,5481.04,5491.81,4984.17,5231.07,5317.58,4950.17,5335.99,4790.41,4972.55,5360.5,10320,5032.02,4742.04,5406.69,5276.96,5320.26,4656.71,5158.71,5304.1,5152.92,5281.99,32084,32675,5446.01,4712.46,,
2769,1242,7023872,292989471,7053534,18348,4979.48,14144,15554,4646.49,4987.59,11957,5188.56,5113.63,4792.69,16319,4655.98,4963.62,5220.21,12778,5042.68,11120,5153.96,14060,5261.13,10175,5102.73,5049.97,36806,12290,19381,,
2770,1243,7030252,142890945,6774234,10907,4821.29,5331.55,4885.35,5190.18,4620.96,4637.67,4630.62,5005.08,4626.27,5092.7,4904.56,5355.79,11849,12350,4721.68,5382.7,12290,4795.79,12221,14635,5240.08,4891.45,5007.1,5006.14,10871,,
2771,1244,7036592,91054893,6889220,4746.29,4569.27,5307.57,5476.58,5159.38,4618.8,5132.12,5098.98,5095.27,5256.85,4703.08,5268.85,5008.5,4890.94,4904.95,5471.41,5255.27,17176,4803.3,5349.54,5438.66,5170.34,53380,82406,5360.33,5279.58,,
2772,1244,7036592,106943520,7333183,11888,4834.15,5389.98,5037.12,5056.67,4813.16,4730.33,11601,5302.47,5381.01,4767.8,4599.96,4704.95,5245.85,11529,4660.48,4716.34,18588,15982,17195,4555.63,11841,5075.24,4759.93,4831.83,4595.99,,
2773,1245,7042881,109029541,7127650,123736,4565.06,4774.38,4533.16,5328.42,5487.16,5311.29,4544.77,4693.17,227976,116917,5395.39,120654,4878.33,5206.19,58690,4616.94,4955.63,4822.55,4666.99,5047.45,5456.71,5416.08,5086.4,5368.01,5325.92,,
2774,1246,7049110,97040367,6649842,5104.61,11504,5288.37,4583.58,14587,12798,12666,5079.47,4570.99,4787.83,4899.98,4598.36,5172.89,4811.11,4642.16,5182.46,4504.5,4601.97,5127.55,13188,4783.45,5449.11,4580.54,4994.2,5268.92,14237,,
2775,1248,7061644,117034531,6962754,5228.16,21941,4953.24,5377.33,5263.95,4653.3,5438.13,4773.16,4928.36,5388.5,5104.21,4948.15,5178.17,5325.38,4640.06,4865.69,5007.28,4765.57,5287.15,5470.65,5426.73,4542.02,16407,128750,5468.97,4891.02,,
2776,1249,7067952,139892075,7205143,10053,4989.77,4806.48,5193.97,5261.55,5014.15,4961.06,4910.55,5177.86,4884.65,5136.39,13837,5330.98,10979,4989.79,5454.91,4762.54,11599,4734.98,4531.92,11696,5029.77,5499.09,4508.57,5146.51,5396.37,,
2777,1250,7074241,180038269,6927819,139507,97035,91819,4825.99,5499.78,85617,78973,4894.4,58445,61120,145669,95340,53682,55272,90372,5041.45,65239,90599,94412,81311,67444,63383,370233,403791,369377,120687,,
2778,1250,7074241,353087128,7001047,5400.11,4830.13,5071.77,5033.63,5001.52,5343.77,5328.96,4949.94,65289,4805.42,170445,4838.7,5181.3,5295.33,4662.06,5237.95,56345,5027.74,108965,4999.13,4643.98,4771.98,5129.05,5441.21,5144.05,5126.9,,
2779,1252,7086842,201016907,6991086,20747,86007,53253,18894,50168,89987,14078,49369,4520.82,62873,98541,86464,61305,53929,71947,42154,49395,82415,64412,59291,5022.49,50604,256988,289114,238366,81453,,
2780,1254,7103511,116982994,6650146,4971.93,5302.32,4504.68,5151.68,4636.8,4611.53,5237.52,5160.18,5484.29,5199.57,4833.95,4994.29,5354.41,58301,5072.05,4771.96,5131.7,4517.04,5005.9,4752.01,12831,5174.75,67919,5102.39,4778.28,4871.95,,
2781,1257,7122306,91018501,7000453,5391.52,31997,14676,20690,33960,37822,17560,18789,37114,52697,24378,17608,24603,5073.2,4664.52,21042,4763.19,20982,33127,30099,5194.73,34419,4724.09,41186,12820,24540,,
2782,1257,7122306,110033020,7054786,12810,13671,4609.25,4538.06,11876,13549,5291.31,4690.61,17000,19479,11368,5079.56,5330.9,5340.79,5111.27,5059.42,5174.25,5466.43,4810.91,5064.24,4794.73,4617.61,4717.68,14611,4799.19,5054.97,,
2783,1258,7128500,144945496,6963307,5076.51,15096,5272.06,5179.18,5313.86,5471.7,18000,11389,4687.99,18119,4654.21,4607.56,4731.88,19306,16244,11049,5323.31,5327.47,19120,21044,5402.98,5007.82,15772,11427,13347,5323.73,,
2784,1260,7141001,103003517,7213268,24179,10139,5117.5,4847.81,4781.95,52057,5280.27,4561.47,5285.64,4585.76,5320.14,4779.61,5453.43,5220.03,5263.98,4596.64,5255.34,5297.32,4679.52,5316.23,4526.99,4824.69,5315.38,4580.35,5196.85,5361.35,,
2785,1260,7141001,103003525,6842833,4720.42,5052.86,5123.91,4796.64,5358.35,5414.43,5317.5,5333.85,5041.95,4593.24,4837.92,4626.94,4905.42,38067,4902.75,5278.11,4588.96,36200,5137.02,49300,4734.26,5124.67,16175,4698.46,4719.15,4505.2,,
2786,1260,7141001,407006195,7083217,5129.72,12739,4989.93,16872,5375.55,5104.39,4944.58,5457.81,5189.49,5483.19,4926.1,16961,4523.64,4555.52,4802.44,13366,11695,5041.67,15162,4654.91,5487.48,5431.09,4868.04,66577,5287.71,4941.37,,
2787,1261,7147269,142065826,6952707,4660.78,5483.53,5310.05,5383.5,4769.57,5010.83,4596.61,5214.22,5191.4,5330.86,4598.15,4968.87,5192.35,4610.41,5406.36,4910.11,5181.76,5002.39,10653,4811.86,4858.36,10528,4934.17,10533,4600.66,5440.05,,
2788,1261,7147269,148954697,7214788,4535.64,4686.84,4609.61,4868.94,4781.37,25202,5340.43,5178.3,5193.21,5464.11,4627.23,5284.23,4653.01,4687.89,12533,4718.13,4681.58,5053.22,5051.72,5457.08,4776.97,5430.5,4849.28,5166.19,4964.19,26503,,
2789,1264,7165902,160917633,7176433,5363.24,28402,51396,52592,25979,45824,43430,46252,4999.42,4581.83,5244.39,47132,39775,4684.54,5031.37,4871.55,4782.72,5233.67,5061.64,47175,4597.21,21074,5342.39,5175.54,30857,44625,,
2790,1265,7172129,99019630,6658534,5199.76,5444.96,17326,5482.64,4855.11,5170.02,4657.54,5251.48,5359.44,4830.07,5219.08,4799.05,4944.82,5433.95,5415.61,5368.22,5210.34,4856.41,4995.05,17922,5285.5,4675.7,4883.79,5172.6,4845.61,16916,,
2791,1268,7195025,116983009,7113609,5297.55,14982,22997,4883.5,5334.03,5459.01,11578,5273.77,5253.79,4991.76,64951,64187,11342,62589,28826,4533.61,5405.71,4688.99,5333.4,4807.05,4967.76,4645.31,5243.53,4611.16,4789.34,5467.3,,
2792,1268,7195025,159970703,6928261,5385.61,4711.4,5203.52,5423.93,5260.64,4603.52,4963.56,5445.99,4545.16,5126.31,5059.91,5239.88,5153.68,4561.69,11467,10189,10102,11531,10073,12455,11755,4661.97,4888.67,4758.47,4552.92,5128.15,,
2793,1268,7195025,376072693,7024107,4606.28,22556,26352,5186.75,18875,32141,4795.53,4545.11,4714.45,22319,37929,24707,12940,5408.34,18325,22348,5091.47,24627,21568,4813.82,4936.78,4722.75,4986.36,5428.2,5365.82,33870,,
2794,1269,7201271,99044930,7348910,4963.9,5260.09,5265.53,4906.71,5493.6,4861.14,4888.43,4507.97,5030.47,4753.85,4733.94,16459,4973.01,5055.92,4702.96,4576.6,5434.6,5198.79,13694,5476.93,4724.77,5278.9,4735.22,53567,4997.01,4529.85,,
2795,1270,7207481,111019859,7019778,4639.85,5353.87,5152.58,5359.94,4881.43,4686.41,5101.37,4650.93,5393.69,5012.3,5144.17,17692,4788.9,5201.57,5329.51,4502.09,4735.01,4597.34,5432.97,17770,4988.88,5366.54,4827.9,4897.36,4543.25,16423,182,1.0
2796,1270,7207481,127040024,7033370,87829,58583,5049.37,61113,36842,67183,73023,5148.49,58080,4881.3,54295,49171,5425.09,5281.01,4778.19,55295,39414,67624,70735,69328,4921.78,4774.94,123966,282715,176976,80803,182,0.804335972593
2797,1275,7238575,395047729,7129829,19680,22912,4649.2,4811.06,5045.82,5363.29,5349.51,4988.76,4650.51,4817.64,16612,21489,5005.51,5034.02,4950.74,12205,5406.46,4507.39,15859,5224.68,4940.23,5046.31,45232,4707.77,5238.23,17581,182,1.0
2798,1277,7244845,91054871,7356521,32435,54699,29686,21236,5065.48,24087,13918,5218.89,4755.21,32117,16352,40721,5096.89,13365,4555.65,4628.4,15061,5327.58,4508.93,4824.04,25888,5415.58,69198,154014,62455,37294,,
2799,1279,7257210,286998535,7437917,17519,25285,15173,4671.31,5253.65,16300,4833.6,17283,13912,14326,17431,5333.18,13121,18544,24251,4711.06,13676,17141,16777,28135,4657.08,18146,40838,42204,30355,26431,,
2800,1281,7269498,155034958,7173552,52380,91099,42912,4797.91,33040,39568,35408,25774,23336,4512.9,4680.52,55510,4658.29,36057,13947,29510,19809,4773.03,44500,4930.65,36981,38817,4653.13,4514.08,4603.17,5390.73,,
2801,1282,7275650,143889893,7133273,4823.16,5076.88,5406.06,4761.96,5335.85,5202.67,5355.87,5058.86,5057.94,4824.11,4681.97,4824.98,5152.54,5205.48,5161.83,4698.43,5422.8,11663,12025,12480,5174.16,4576.34,5310.36,5275.19,5313.5,5124.69,,
2802,1282,7275650,144923004,7161276,5125.75,5264.29,11842,15579,4694.26,4677.07,10365,4810.45,4803.66,5349.81,4524.52,12317,5327.5,4828.92,5440.71,4922.39,5378.31,4798.16,4594.16,4597.76,5169.02,5269.56,5420.71,5415.59,5382.79,5032.83,,
2803,1282,7275650,216991196,6773515,10395,24895,5192.39,4617.06,4719.18,5013.8,5182.68,4674.73,4979.76,5316.94,4739.94,4982.4,4695.16,4973.22,4620.56,4668.6,11362,4714.64,4860.4,5291.31,4873.55,4654.77,4937.49,5227.11,4643.03,4658.77,,
2804,1283,7281835,162028305,7140038,5006.37,17594,15364,5294.84,4860.28,4982.02,5447.33,4767.03,4888.07,5490.81,4619.14,5376.41,4537.81,5353.42,4835.62,5317.98,5345.87,5352.59,5441.64,4705.47,5452.21,5212.3,31249,60370,14837,5072.33,,
2805,1288,7312564,171029907,7291068,33100,32337,24520,24537,5026.72,5323.24,4932.69,19632,5030.03,4538.01,5031.96,24785,19117,4826.63,10442,15407,19792,22590,4593.21,34113,23592,4783.16,96201,155353,61776,5419.66,,
2806,1289,7318645,91054893,7004567,4724.01,10352,4598.63,4941.68,4901.92,4796.36,4728.23,5041.2,4846.7,18437,4714.01,5098.5,4628.71,4719.22,19566,5253.94,5297.93,5045.14,5359.38,20179,4749.2,5267.43,5200.91,107970,4763.31,4766.62,,
2807,1289,7318645,117034523,7368588,54393,98933,64194,20958,4892.76,34886,44627,23170,28863,40163,53658,38021,37834,46118,20359,10618,20803,42463,29721,30223,26125,13908,98633,181254,94450,5007.37,,
2808,1290,7324808,105034210,7294498,5175.02,4642.76,4933.91,4854.99,11396,4745.27,4599.21,4719.95,4825.75,4773.65,5016.72,5385.26,4518.77,5170.32,5288.77,5236.93,5463.37,4540.68,11173,11842,4505.83,4969.01,5476.1,35192,5497.83,5414.01,183,1.0
2809,1291,7330966,131046219,7311434,5356.71,5417.88,4854.16,5074.29,13269,5306.75,5019.25,5026.29,15406,10509,5095.45,4997.66,5342.02,4755.25,5099.03,4920.22,5247.96,4721.76,17989,4768.53,4816.46,14541,5067.81,5108.94,4763.68,4963.03,,
2810,1291,7330966,132021561,7414484,21361,69994,31354,15837,4561.49,34726,16556,4895.1,5174.79,4516.43,34107,27528,4810.91,5273.15,23108,14858,22759,30966,30597,42420,19371,19212,95280,151518,38094,26386,183,0.829034493311
2811,1291,7330966,161894211,6856391,5144.08,5301.42,13832,11534,4605.78,4612.27,10531,5047.93,4706.78,4923.4,5442.97,5278.36,4853.63,4988.06,5140.24,4670.01,5122.24,5187.99,4525.05,4609.7,5475.16,4720.33,4868.11,4560.01,4862.42,5412.79,,
2812,1296,7365525,136048370,7058448,4942.86,5402.23,5032.56,122477,4806.24,5230.86,179496,141114,88650,122164,4907.49,4906.82,82456,143673,5473.14,5388.93,79125,5323.45,4558.5,4842.13,4894.98,5196.05,4877.26,5099.82,701289,248318,,
2813,1297,7371611,129019409,7099024,12271,5159.25,19255,14423,4795.34,5277.04,5264.19,4818.62,5299.31,4660.36,4748.25,5155.18,14739,4588.96,5261.14,4778.94,5098.36,5493.75,5026.66,4586.97,5394.79,11266,5420.23,47083,5409.15,13753,,
2814,1297,7371611,151040115,7337190,5189.91,4728.01,5292.94,4942.85,4639.59,4575.07,5210.43,5027.6,5472.11,17976,23469,22530,5365.76,12018,4956.1,5466.87,5259.13,27294,16430,22962,4677.89,4689.66,63513,88914,4809.63,5112.94,,
2815,1297,7371611,193060577,7238939,5140.08,18599,34053,39506,25828,34703,52046,5494.01,18802,5388.24,52715,80420,26639,21711,15648,5371.49,36996,4775.77,4992.46,34538,10397,4780.41,159842,207648,79395,41613,,
2816,1298,7377756,181039200,7397648,18169,19198,4927.47,18853,4885.55,4701.82,4962.44,4772.39,5101.12,5415.28,20716,5037.89,5331.47,4573.35,4751.71,4849.29,4828.68,5147.36,18355,5463.25,4912.65,4533.14,5492.4,98819,17699,5262.72,,
2817,1301,7395963,94037453,7201386,10777,5256.4,18726,5301.97,5342.58,24621,5396.03,14664,5384.76,4727.76,20402,5053.8,4647.61,4918.46,4644.06,5447.03,12340,13395,5232.87,15808,4804.24,5245.43,19596,80600,5150.16,13601,,
2818,1301,7395963,107050133,7304150,4924.04,4843.34,5476.64,20328,47154,64431,58091,5456.94,5196.23,46011,37792,4594.63,4587.58,46948,61253,55711,5465.8,33189,5042.28,4669.42,70988,49601,4500.64,4835.1,5133.43,5065.76,,
2819,1304,7413927,202020401,7454078,14188,4769.1,5430.46,5399.22,4548.43,12109,4846.27,4882.56,4918.78,5187.94,4634.58,4985.12,5200.5,4963.87,10838,4773.32,4544.5,5104.31,4855.34,5258.56,4585.55,4620.26,4581.94,33099,14452,5448.54,,
2820,1304,7413927,206974869,7359627,4632.82,4732.7,4918.41,4636.1,5071.59,5382.26,5206.4,4975.31,4753.35,5141.97,11410,5410.68,5123.44,5171.79,5181.8,4753.66,5293.9,4706.6,4882.85,4799.46,4521.85,5007.03,25929,5052.76,13240,4697.12,,
2821,1305,7419931,127040016,7152226,123977,5101.37,5050.17,49235,5324.6,5070.19,41423,5144.08,32157,5183.32,4798.43,5390.84,4967.55,11785,5175.79,4711.95,4631.6,5351.95,4603.23,4809.33,27070,4828.27,212082,4978.49,5106.16,5027.55,184,0.811518915268
2822,1305,7419931,407006866,7413256,17785,35428,25710,4901.94,16598,19791,33786,5430.09,18179,18841,41335,32788,22432,21067,17094,23818,5047.82,23109,32472,34269,25130,25703,57283,101834,5193.55,24368,184,0.843789113833
2823,1308,7437937,113035507,7298390,5261.93,12735,5313.09,4641.79,4620.16,14472,5129.33,4691.37,5265.79,4639.22,4705.89,5364.41,5198.28,5279.14,4635.31,5336.98,5280.46,5253.13,21148,17985,10823,4898.5,5458.65,4782.72,4946.31,4780.52,,
2824,1311,7455981,137050186,7284800,4586.87,17684,4607.48,4634.38,4880.19,5293.6,4795.44,5132.31,5156.3,4677.47,16601,14650,5360.68,12906,4843.58,11693,4613.69,5408.66,17157,4569.66,4835.92,5405.93,32118,50832,5325.93,4820.84,,
2825,1313,7467948,162028290,7513337,12774,48209,42535,12979,14145,19208,23187,14120,17538,12128,20052,27563,4584.36,13270,23717,4670.68,4613.4,20417,15026,20124,18215,16806,84987,101999,4659.45,30492,,
2826,1314,7473892,425016693,6939169,5063.16,16424,4764.67,5483.86,4719.7,5290.71,5019.31,4817.04,5000.08,4558.71,5148.46,5088.52,4598.7,4768.57,5158.45,4712.65,5387.6,4538.29,5028.13,5080.5,5111.22,5032.04,22765,5180.21,14396,4766.71,,
2827,1317,7491927,180038223,7173804,5167.37,263089,4790.56,4936.01,5357.66,4661.13,114353,4542.68,4912.16,4794.87,5071.48,4667.84,5077.37,5496.08,5133.84,61088,91261,98657,4995.39,124379,109249,60483,4992.12,5249.42,493432,5277.35,,
2828,1319,7503775,148954697,7543520,4649.44,14253,20553,4875.17,5255.5,22450,17715,24023,5340.95,28536,17865,21632,4885.74,17413,14392,5010.97,4888.24,26407,28702,5273.39,22230,4945.92,4975.76,13979,5281.29,5014.76,,
2829,1320,7506750,354090820,7346122,78057,5233.62,5338.64,24510,25284,4974.5,5222.99,4915.64,4888.74,21175,33036,62809,5154.72,4637.25,13690,4965.28,21968,22830,36186,5124.74,14609,20863,258909,5441.97,129251,4569.53,,
2830,1321,7511789,216991165,7330418,31495,57851,30762,15931,18396,29083,19389,21066,13020,24767,21585,22805,5389.57,5481.84,5050.1,18525,25247,20743,17692,17563,12848,27448,55523,96835,52904,31243,,
2831,1321,7511789,391043152,7492357,42648,52716,32379,31571,18854,41681,19280,16443,20308,19783,35669,36389,22489,41501,23306,30150,14892,16194,33711,34690,26201,53413,101753,112420,54989,25958,,
2832,1322,7517715,114055901,7406761,5190.7,4684.75,5297.07,4884.42,5175.96,5425.74,13577,5355.36,5023.07,4581.86,12549,4597.83,4564.52,4852.54,4696.9,4682.49,5413.07,5171.44,55425,23545,4711.36,5482.78,5210.9,5036.08,5290.2,5238.86,,
2833,1322,7517715,124016403,7224192,4915.36,4812.42,5475.58,10207,4846.98,10328,4890.24,5230.96,4905.81,4974.96,11385,12191,10251,10247,4574.4,4830.53,4858.61,11000,10964,5487.22,4706.27,4843.9,12351,13479,5417.1,5160.84,,
2834,1322,7517715,181051804,7221370,5281.1,29291,21951,5409.76,4963.92,4656.51,4673.44,4749.15,5082.6,5205.4,4526.33,13152,4793.25,4865.36,4550.41,4848.47,4909.25,4915.7,5352.03,5048.13,4983.08,4578.56,4506.87,5092.35,5063.21,5201.92,,
2835,1323,7523617,132030304,7537218,42687,84676,44402,5384.35,5259.13,5290.73,31043,5362.69,4587.08,5011.89,54150,5118.36,5397.85,4885.23,4741.86,4982.12,5148.13,4501.06,5389.87,5192.32,4811.11,20173,111941,190488,136760,5027.21,,
2836,1324,7529500,116982925,7593240,59241,5152.28,72303,4561.85,5386.8,65807,29953,32042,11773,4921.11,80423,78518,5218.22,83901,43009,15847,15650,65839,73800,71735,31916,63643,70703,109176,81649,5234.07,,
2837,1327,7547221,110024605,7479951,4573.91,4588.42,5024.76,4774.85,4500.66,17977,4773.65,5155.09,4996.06,5493.32,4669.67,17558,5050.61,5012.39,5085.29,5366.61,5442.48,15970,5422.3,17953,4917.29,4525.24,5048.73,16859,10535,5426.63,,
2838,1328,7553106,144945480,7567994,14461,4691.78,14866,12406,17609,5253.84,5432.79,4810.91,4789.62,17995,11647,14322,5174.08,5000.11,4863.23,12577,10383,5128.51,17963,19548,4851.69,12238,5297.88,4884.87,4996.95,18120,,
2839,1328,7553106,200965134,7066612,4748.13,11960,17073,4655.67,4797.93,4691.59,27736,5155.29,5045.11,4832.69,4777.05,5281.78,5033.34,4778.91,5104.68,5366.34,5371.79,5251.84,5008.94,5144.2,4874.73,5492.7,4923.72,4606.14,5242.71,5093.5,,
2840,1332,7576571,467040131,7458690,46340,29324,51474,11180,22401,24541,29883,35407,20089,4525.59,34849,23802,10759,18762,39502,29468,23324,30597,30124,38851,23176,11536,72604,73761,30564,61240,,
2841,1333,7582408,97029076,7485905,5311.94,5200.27,4893.07,4548.78,5462.28,4766.16,12014,4865.38,5188.39,4787.82,5485.07,5482.75,5250.06,10722,4784.89,5211.96,4890.22,4757.96,4660.77,5064.12,5246.27,5060.67,5291.74,21573,5350.94,4618.82,,
2842,1333,7582408,99044899,7393088,14444,14521,25338,5143.42,13315,5199.56,5291.14,5222.13,4954.23,5123.52,4659.95,41677,5025.79,14779,13583,5363.76,14022,16027,25043,4848.71,4580.93,4838.34,34406,78977,22687,21262,,
2843,1333,7582408,108053360,7391001,5111.08,10852,5057.83,5136.05,4810.62,4653.53,4783.05,4931.94,5137.62,4825.65,4630.73,5456.42,5345.88,4931.83,5214.95,5332.62,4807.68,4788.74,5402.99,4642.24,5134.82,4750.15,4818.46,48163,20923,4561.48,,
2844,1333,7582408,132021545,7255865,4843.36,27055,4832.26,4517.8,4878.76,4844.58,4529.51,4802.15,5359.78,4598.78,5170.67,4770.84,4571.02,4786.51,4805.17,5084.25,4948.53,4610.67,5126.87,5192.53,5315.22,4978.28,4666.99,121369,71640,4916.25,,
2845,1334,7588192,91018417,7394387,5285.1,14422,4784.43,5472.38,10982,16979,4861.98,4892.91,4737.4,20112,4751.54,4609.84,4965.87,4677.77,4653.93,4984.23,4631.08,4947.22,26307,19550,4863.99,5012.54,4507.93,27561,4814.29,21932,,
