peak#,scan,retention,mass,clusterId,centrotype,membership,clusterId,centrotype,membership,clusterId,centrotype,membership,retentionMean,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973
1925,322,1903459,3.27E+08,43,1861,0.972909345,,,,,,,1899932,25721.88,23707.9,27498.72,23278.81,242783,279625,23856.08,25969.53,373280,356163,26771.29,27269.11,23154.32,23127.12,24903.37,26616.82,26757.03,22687.5,220652,23676.58,26922.7,279773,26487.64,27312.85,27089.55,27132.3
1926,322,1903459,4.07E+08,43,1861,0.992225833,,,,,,,1935656,26538.6,51958,24944.64,25550.42,284493,107819,23426.57,26606.91,548225,217783,100716,23394.95,27017.27,26102.09,25432.49,124569,24923.93,26367.76,523676,168040,25419.9,267242,23422.17,26602.04,27406.87,24302.62
1927,322,1903459,4.16E+08,,,,,,,,,,1908858,290068,219169,213430,320963,329048,283325,268618,307275,322386,314197,273966,260567,297384,286523,355438,240811,278433,236480,281797,226642,317823,269635,209805,317732,257526,270259
1928,322,1903459,4.31E+08,,,,,,,,,,1898382,1004445,26257.02,387025,1239417,598233,925150,864160,930537,752598,759082,839160,779465,1122005,786559,1091482,812623,1286071,1145085,906809,23696.02,1256469,979487,682367,725299,671170,513338
1929,322,1903459,4.32E+08,,,,,,,,,,2029761,143816,64398,24579.34,217678,260230,274773,126054,272357,260472,92455,308949,148885,365635,104826,359929,262690,372865,299469,268976,111932,370144,331422,381748,336292,368522,89300
1930,322,1903459,4.82E+08,41,1853,0.951973587,,,,,,,1900038,26956.71,26207.18,25817.63,139637,23125.99,63449,23110.16,98446,26024.04,25693.94,25262.33,24829.81,164882,24245.92,107153,25852.8,109681,72570,22855.08,26118.27,118382,26618.06,25165.97,25320.27,22628.81,24544.1
1931,322,1903459,5.03E+08,43,1861,0.95229419,,,,,,,1899850,597587,545698,491185,411484,616135,568647,341247,439285,863225,846328,546973,498595,408590,378386,428629,595294,374301,519486,882532,1025950,464032,906633,592799,365319,350633,666434
1932,322,1903459,5.31E+08,,,,,,,,,,1898292,26478.62,493623,632565,25241.01,25720.45,23667.89,25475.17,234138,26932.19,23973.05,24299.93,23963.84,303035,25515.84,394998,25591.48,302388,464060,23247.43,353166,360948,25609.33,23915.02,23070.79,25729.76,548325
1933,322,1903459,5.32E+08,,,,,,,,,,1895877,24035.53,108953,135470,25905.49,24726.1,25141.44,24415.62,25548.02,23517.71,25146.15,24176.72,24469.95,26257.66,26526.65,23326.19,23579.77,55347,106680,24047.6,26621.25,74749,26136.08,25599.07,27415.74,25201.98,25815.35
1934,322,1903459,5.77E+08,42,1832,0.963630679,,,,,,,1905942,22744.53,22649.83,25216.5,27041.26,23622.89,24102.06,26511.17,24560.69,52383,23361.98,25054.7,26887.99,25570.4,127414,23001.41,25556.45,23540.73,25895.48,85645,23188.17,26134.34,24452.51,24212.81,27149.73,26384.75,25586.55
1935,322,1903459,6.09E+08,,,,,,,,,,1888997,291277,343152,355115,163933,379903,212356,308731,197934,457198,319656,244505,320195,173701,604709,198227,339501,144221,236161,567896,502475,191719,411594,295211,26209.48,170630,470871
1936,322,1903459,6.68E+08,,,,,,,,,,1898386,26867.95,26813.54,25556.78,23991.86,24837.87,22548.07,24350.95,24883.77,183644,26749.43,23769.68,25193.85,25073.09,25205.18,26725.4,94248,23547.35,25562.43,197099,23752.1,23591.49,26673.83,24220.19,24610.05,27499.68,68734
1937,322,1903459,7.46E+08,41,1853,0.969206317,,,,,,,1896978,111187,64245,61900,223931,73041,110835,82580,236667,22638.88,27263.64,91774,92509,177190,94939,212734,93619,229725,130178,27242.21,27449.85,211284,23913.73,51654,26060.72,24989.05,92304
1938,322,1903459,8.10E+08,,,,,,,,,,1897382,22734.32,23918.69,27273.49,25148.59,25116.71,70889,24073.45,23815.5,57974,27384.38,24368.84,24127.26,85045,25180.76,23124.6,24790.08,97290,25775.73,23119.83,23045.81,26163.71,63218,23450.21,25222.99,22868.45,23920.02
1939,322,1903459,9.49E+08,41,1853,0.97380844,,,,,,,1897675,147831,84189,131310,355915,22858.22,148138,105138,290609,23711.97,61174,141071,103939,263505,124709,297394,26105.12,325926,212990,25802.51,27378.8,311575,25739.3,130292,195369,139045,106443
1940,322,1903459,9.77E+08,,,,,,,,,,1898017,240932,366440,434134,204507,264678,165669,249880,125103,304532,180536,182998,371086,127820,690072,162511,291678,137178,322389,426642,426788,147213,234181,169517,182173,167721,509507
1941,322,1903459,9.92E+08,45,2055,0.956137588,,,,,,,1896963,169628,186662,185472,278437,136517,221619,25875.62,232552,204837,216319,157045,92221,202779,84216,244846,111661,236490,170972,211327,308175,253536,261838,89162,22770.64,24536.67,203400
1942,322,1903459,9.93E+08,,,,,,,,,,1896592,55978,24400.21,61552,87332,23337.89,68284,22685.05,65736,59141,87580,27265.45,27387.71,80748,25302.69,95300,27468.65,84682,27053.09,52676,108469,78041,66686,27103.22,24433.77,26983.91,22669.97
1943,323,1907819,1.68E+08,,,,,,,,,,1900802,26044.67,27231.92,24667.03,117672,26619.36,23252.6,27016.7,24157.84,22633.31,26714.75,26633.91,24158.52,134513,23337.59,136830,25978.29,110194,173511,26623.34,25364.76,151742,24314.01,24239.48,25019.75,25934.71,26268.31
1944,323,1907819,2.68E+08,,,,,,,,,,1901792,813439,1173766,1077512,800662,1172735,926546,1168974,543201,1121254,833857,910662,1418719,577281,1234229,612492,1130149,662716,1070214,1068299,778146,582491,891251,1340755,1629334,1482838,956758
1945,323,1907819,2.69E+08,,,,,,,,,,1898130,22736.73,24044.98,134142,27433.11,111815,27433.86,27400.83,26185.76,27469.88,27178.01,26112.11,125650,26890.73,23338.65,23372.81,24949.27,22957.24,85136,313686,26457.74,25718.61,25059.2,137172,23904.22,25311.62,24559.34
1946,323,1907819,2.82E+08,,,,,,,,,,1902146,245880,286284,280271,227243,360416,323777,333857,223896,365271,340753,276316,389550,295465,287645,186162,228977,164898,257109,276105,234947,208133,278456,267672,27025.25,24142.87,256013
1947,323,1907819,3.49E+08,,,,,,,,,,1876360,24431.4,91599,22523.55,22861.43,173135,25130.99,23918.96,26421.12,262968,23785.01,26426.59,24059.89,24845.16,23976.67,24132.68,57077,23588.5,23546.32,209397,156436,25406.42,23033.02,23530.33,24327.53,27101.66,85498
1948,323,1907819,4.31E+08,47,2048,0.967342638,,,,,,,1902453,27206.95,87422,26220.1,25156.28,23834.05,26450.34,26004.14,23276.85,23490.31,26165.28,22655.14,79447,27303.32,251476,23482.77,23962.07,27463.61,22731.7,75869,98177,25414.69,57807,25075.13,24867.5,57720,26601.02
1949,323,1907819,4.71E+08,,,,,,,,,,1934088,26347.43,26551.34,25559.3,25490.47,26440.9,24213.04,24457.93,25657.41,26441.7,23870.06,659692,22963.74,26607.78,27282.66,26615.12,26514.81,24324.4,24117.55,27304.03,25762.6,27316.28,27412.09,23716.27,919117,614269,23451.27
1950,323,1907819,5.04E+08,,,,,,,,,,1900103,145290,110243,89674,110715,152295,133032,27294.81,112980,179001,213538,126905,122492,23537.73,102942,120881,121916,107164,128191,140815,236896,124581,201006,174829,26706.5,114908,140765
1951,323,1907819,5.12E+08,,,,,,,,,,1889429,23752.35,24894.15,23915.21,26521.01,27093.79,24566.6,24812.99,24710.16,23848.67,27169.8,24631.65,27075.32,26749.34,24937.06,26962.96,26024.39,25215.48,25486.32,24279.08,63931,26140.66,22895.83,79393,23787.06,105344,26558.54
1952,323,1907819,5.18E+08,,,,,,,,,,1899015,55264,23240.07,25972.05,23207.85,27091.63,27109.75,26811.39,22740.71,26999.86,22721.01,26042.22,22618.52,23841.84,25585.74,78034,25407.98,22709.13,24480.84,23037.04,24843.93,26822.18,23843.42,24922.92,22907.01,91406,70487
1953,323,1907819,5.45E+08,,,,,,,,,,2044358,23765.56,704517,134067,23312.67,244921,388606,225227,71182,356495,233820,212857,215184,74040,110241,286932,178503,73783,155168,138647,244630,185709,495266,122028,148224,283856,26052.02
1954,323,1907819,5.74E+08,43,1861,0.974180613,,,,,,,1902468,120152,78733,24760.06,24682.14,263423,151577,25955.98,26613.89,300834,271251,91045,25937.62,23986.18,27081.2,26860.97,167734,24334.45,27108.75,472271,250137,26001.35,273657,25894.34,26827.38,26956.16,24043.29
1955,323,1907819,5.78E+08,,,,,,,,,,1902649,212110,267458,211947,25336.09,338696,182235,24973.97,26551.61,393353,288826,24199.67,208742,26129.41,223027,27214.58,244981,23304.08,140593,446158,366886,26543.88,301267,23610.54,143009,125251,353445
1956,323,1907819,6.63E+08,,,,,,,,,,1897929,92671,86496,50844,90344,67773,95259,61501,115680,67915,83446,76781,23547.07,89932,25292.83,73130,27100.61,105238,95662,26378.28,83594,101198,86516,101464,107489,124771,114391
1957,323,1907819,7.45E+08,,,,,,,,,,1898971,382330,259178,368294,765349,286760,354859,355935,756971,152327,156281,312560,358273,632696,407519,841756,311854,763991,511795,175728,159038,743265,103590,203179,23434.54,26532.18,365284
1958,323,1907819,7.87E+08,,,,,,,,,,1901707,314778,219159,226131,408903,315601,394980,211114,404793,491322,457338,332727,206722,361027,220268,390185,248369,456265,288690,392667,337561,411083,484240,391896,221228,193969,270284
1959,323,1907819,9.34E+08,,,,,,,,,,1897351,112110,100299,179969,101761,98911,23525.81,142132,65364,93662,71353,98130,196354,64354,314729,82221,108865,66459,172105,24639.04,83147,74486,26029.36,119434,210795,166717,161919
1960,323,1907819,9.50E+08,,,,,,,,,,1897658,97306,106296,141232,152732,56113,83230,79031,138240,26686.67,27476.89,90782,90676,122496,128856,158479,26023.5,158812,109646,24907.51,89999,133661,25212.2,85182,88270,67499,147023
1961,323,1907819,9.78E+08,,,,,,,,,,1913441,137300,159670,186201,102133,26741.38,99496,115986,26593.79,153501,100629,122714,170766,26372.92,310148,70773,144673,51097,127660,276288,208953,68062,139575,113923,197321,178569,228153
1962,323,1907819,1.01E+09,45,2055,0.980171482,,,,,,,1898055,104064,112186,66451,76914,62516,97529,25162.96,95533,80915,95333,77985,26407.41,81446,26950.05,104030,26990.36,92435,90590,78541,170038,96974,105634,27400.28,26899.72,24722.59,144924
1963,323,1907819,1.05E+09,,,,,,,,,,1904932,154203,186911,356647,332133,25301.74,103579,167604,219382,25525.01,26363.62,156404,200932,218633,194693,276830,82900,215877,271688,25704.99,22534.49,243942,26047.43,185358,216224,174257,191115
1964,323,1907819,1.29E+09,,,,,,,,,,1903968,27230.08,22569.62,23118.79,87246,23000.2,22822.13,26221.8,54596,23396.33,23078.08,24770.52,26209.65,60609,27131.16,27345.58,26345.48,67567,23254.19,26115.99,25249.31,63763,27226.93,23736.03,26664.7,24763.37,24837.33
1965,324,1912174,1.91E+08,,,,,,,,,,1904132,708998,828326,500711,909176,914554,1002460,435238,951523,930506,957107,988554,548694,733447,890574,767192,849048,1340255,586471,1025502,1023198,941581,973254,412921,24181.08,24002.05,566418
1966,324,1912174,2.41E+08,,,,,,,,,,1904717,325891,337739,333550,219667,439309,351515,353490,233305,444995,357847,347591,369380,212304,291549,219114,351579,205717,276961,348365,323172,225028,369061,472472,424666,332846,308448
1967,324,1912174,2.55E+08,48,2092,0.955371476,,,,,,,1906593,192897,192752,80927,26723.35,363132,280093,183930,56559,440912,370463,215516,183681,52892,69023,26900.11,253403,23187.91,76177,338144,231614,23677.29,332633,233498,225025,197280,175948
1968,324,1912174,2.64E+08,,,,,,,,,,1901971,26443.57,24892.21,25949.5,23379.62,112153,22576.88,25219.9,27161.33,25142.04,26959.81,118600,26880.56,23156.41,22637.81,26914.49,85720,26764.22,62168,23572.69,23691.56,25782.78,118152,26307.77,22621.15,27325.54,27091.35
1969,324,1912174,2.83E+08,,,,,,,,,,1904466,1779082,1716156,1352386,2611195,1950659,2801343,1581102,2968281,2679765,2677371,2132173,1394559,2454826,1449312,2307102,1479328,2818119,1723232,1750883,1391612,2445077,2300667,1753621,1823272,1714852,1459606
1970,324,1912174,3.08E+08,48,2092,0.952290728,,,,,,,1905169,288499,272269,27287.73,26545.46,476332,186269,197341,24151.13,810764,423050,261370,221479,23961.84,339724,23191.45,405001,25932.08,114392,942246,281410,26204.36,439398,24275.13,531331,492024,289306
1971,324,1912174,3.21E+08,,,,,,,,,,1913558,23401.83,24890.68,23499.76,24710.95,25521.19,26508.85,26172.4,27447.94,25495.76,23450.25,27027.48,24854.47,27106.64,22509.33,22584.41,25865.87,23771.87,25898.17,25762.32,24301.72,24957.69,22826.46,62517,75839,60979,23709.65
1972,324,1912174,3.35E+08,,,,,,,,,,1888842,26590.24,23691.19,23901.52,26113.71,26186.73,27172.27,25480.23,23196.98,184032,22798.48,26127.23,26346.7,22878.34,23928.69,25493.62,24327.2,25188.01,24965.29,150059,121454,26261.13,22965.21,24763.97,22816.84,25154.5,22979.98
1973,324,1912174,3.53E+08,48,2092,0.965300682,,,,,,,1914024,198765,165250,54671,25548.08,542949,246112,260665,23777.87,688423,271102,220733,127862,26256.05,217666,23458.76,284049,24845.69,56840,541825,193213,25248.71,391557,92986,166815,260450,163524
1974,324,1912174,3.69E+08,,,,,,,,,,1913335,26626.4,27140.99,24041.19,22810.73,533728,215500,25444.52,25062.52,595205,351185,26715.99,26071.74,24785.28,23322.9,23606.01,25557.04,27072.01,24654.33,610266,26819.65,24104.76,27482.69,25412.67,24398.76,26934.42,27064.42
1975,324,1912174,4.87E+08,,,,,,,,,,1905741,3843222,5617708,6744182,3472271,4103715,3760149,4507912,2836772,3339475,4237563,3296244,5220882,4314443,3436580,3279451,3351949,2266411,3655853,3977801,7122480,3438585,4310063,2333509,25398.1,514256,6565697
1976,324,1912174,5.43E+08,,,,,,,,,,1910851,25817.79,24438.81,26539.68,26795.83,66528,23717.28,23786.5,25107.56,73791,50752,27163.33,23215.05,24411.78,24453.98,25271.72,24527.9,26535.16,25708.39,103451,27047.1,25530.82,98584,24456.62,22893.41,25165.02,25128.95
1977,324,1912174,5.73E+08,48,2092,0.960452471,,,,,,,1914131,502444,284780,25088.8,22809.26,985170,682357,185439,52442,1080005,1044759,373728,138556,27191.63,50645,23780.91,666910,22916.71,26468.74,1738621,707202,25162.25,1095791,317486,23547.72,27378.25,285316
1978,324,1912174,5.87E+08,48,2092,0.963793388,,,,,,,1958115,512666,444749,26903.99,25183.41,975154,691945,176007,56444,1054077,1004701,386839,123767,25016.7,25965.02,22779.93,579240,27072.98,23020.82,1682158,586243,22689.28,1183138,24238.36,24530.49,23259.38,428733
1979,324,1912174,5.92E+08,,,,,,,,,,1905513,645729,847273,780664,168073,901557,377621,950834,160267,1115933,699975,542271,790430,155297,1301959,191635,793018,24428.35,519954,1185407,910724,180549,891506,191693,697830,726388,1175448
1980,324,1912174,6.22E+08,48,2092,0.972301716,,,,,,,1899202,438339,479841,331259,103105,733049,362679,473097,148249,931992,559528,399973,429579,131533,529554,25556.36,540214,92806,267191,1093725,633931,117923,641248,312966,309153,288935,609596
1981,324,1912174,6.23E+08,48,2092,0.953659187,,,,,,,1922428,100644,167709,24023.83,24275.53,224899,25438.63,79015,25108.34,279648,192509,92581,106707,22814.15,105323,23204.81,161474,27392.28,22840.01,329464,356412,22749.83,234782,24679.65,23182.97,25992.79,220584
1982,324,1912174,6.77E+08,,,,,,,,,,1887647,27344.85,52759,26374.41,22884.1,97427,26148.68,26574.5,23945.11,151792,25804.85,25770.32,24944.1,24125.87,23473.27,25235.43,25575.34,26849.78,23587.09,154464,100303,22573.89,82646,26426.03,25613.75,25234.55,77277
1983,324,1912174,6.91E+08,,,,,,,,,,1904825,25987.27,22944.17,25325.72,24523.92,76758,23218.69,24678.02,25808.48,27292.39,82241,26814.14,26117.61,25368.36,24668.4,25253.03,24884.58,26920.7,23552.29,134080,24256.67,23854.31,61217,26249.65,23532.42,25550.23,25217.37
1984,324,1912174,7.72E+08,47,2048,0.989121076,,,,,,,1903120,364669,411179,402803,171295,401751,184689,434983,117428,538751,260714,320374,676159,110034,1587576,158716,491280,145657,452228,687258,360024,160638,362823,305072,380561,450025,599691
1985,324,1912174,7.73E+08,,,,,,,,,,1956057,179102,148124,160711,75056,216443,255797,164796,25115.83,270141,229769,181191,223594,24318.84,572363,84295,199674,69091,180475,342189,163299,24650.71,203594,290187,199669,208895,213806
1986,324,1912174,8.82E+08,,,,,,,,,,1909540,64149,27411.13,23606.24,179066,63505,94410,63088,174328,27267.61,24156.89,66735,84231,146311,68384,193367,26567.39,222920,116184,25869.68,23490.6,173332,26647.21,27442.79,24785.46,26026.99,24803.35
1987,324,1912174,9.79E+08,,,,,,,,,,1938023,23791.07,25545.67,23912.88,23123.08,26401.6,25021.29,23272.82,22956.41,23619.95,23919.06,25352.56,23153.14,23398.11,86257,22790.41,22777.3,24942.27,27380.59,77635,25702.76,24118.84,25974.56,25732.97,56801,26551.49,55753
1988,324,1912174,1.01E+09,,,,,,,,,,1912981,27030.14,23003.13,23421.78,77287,22787.1,25307.58,22729.97,26961.03,26202.9,23759.17,25247.71,24690.91,26721.61,53061,83974,25944.07,22604.7,82492,25284.51,23566.64,82154,26392.14,23571.44,24832.51,23291.39,26190.51
1989,324,1912174,1.09E+09,,,,,,,,,,1903555,55365,24345.8,55703,142653,25098.32,23638.04,27077.44,129613,23180.66,23624.75,25178.23,26928.24,104181,59978,159958,23668.95,159125,94642,24101.28,26333.62,108433,23435.46,25988.42,23427.65,24573.82,27151.79
1990,324,1912174,1.13E+09,,,,,,,,,,1902203,59382,70571,25720.35,102361,26655.18,81497,26872.65,95524,72670,100696,24537.16,24752.82,23347.39,23398.68,100776,27410.86,94581,73133,64687,66832,88973,107191,57797,22851.16,25839.02,68719
1991,324,1912174,1.16E+09,,,,,,,,,,1910380,26584.26,216289,172168,26641.03,100250,86193,23130.13,24005.33,77527,83376,25093.43,116337,24704.83,22862.38,59207,26212.04,23254.79,106086,136143,248240,56654,112779,26140.78,24361.91,24122.96,218745
1992,325,1916526,2.69E+08,,,,,,,,,,1912197,445633,23408.24,184813,411937,667828,571210,307892,346210,867674,660307,551386,343287,304707,379760,362712,619212,328077,301165,901610,461247,308324,600461,877384,547343,606331,290535
1993,325,1916526,2.69E+08,,,,,,,,,,1963188,23285.53,99342,25559.89,22745.03,79905,73943,197891,27133.58,24214.17,23111.22,25331.63,87886,58999,187648,69352,23327.73,23203.92,116396,25974.83,24412.15,25995.48,24239.06,27186.59,26582.27,22872.08,25681.23
1994,325,1916526,2.70E+08,,,,,,,,,,1914066,23596.5,22856.83,26907.73,25685.88,26276.09,22811.74,24267.15,24562.96,92174,25331.66,24168.86,24924.21,25959.16,24349.41,23682.3,27223.09,26026.43,24165.22,90260,23980.32,25711.74,23583.71,99911,25340.33,53612,27082.71
1995,325,1916526,2.76E+08,,,,,,,,,,1962115,130987,26176.24,27260.79,24759.81,108697,95601,115494,26161.78,123956,23771.28,109434,132237,109457,199904,117092,126598,64655,158708,108902,27279.64,92360,145521,161179,184301,187623,23654.58
1996,325,1916526,3.14E+08,48,2092,0.955982973,,,,,,,1914512,556298,376075,230978,390858,1354846,722125,638759,268085,1956125,989310,658987,669185,288845,810692,372647,832410,249938,369595,1684639,283056,272863,471102,251028,237129,211900,314925
1997,325,1916526,3.28E+08,,,,,,,,,,1910064,1642484,1255322,996628,1500873,2942063,2443608,2103726,1634891,4328211,2926733,1765597,1704422,1560675,2310938,1697433,1706350,1646347,1609576,2652289,707122,1387153,1342374,425467,492964,438954,1158141
1998,325,1916526,3.29E+08,,,,,,,,,,1915581,197614,27493.57,24855.71,194377,371508,324564,244965,196333,553463,359895,210409,194980,170802,273404,222891,189357,195167,194217,334676,26307.93,24620.5,161056,27222.93,25633.94,26860.48,22851.49
1999,325,1916526,4.27E+08,,,,,,,,,,1914890,23851.64,24628.31,23431.01,23248.2,90788,26399.17,24378.48,25171.31,134407,25070.78,23460.04,23170.44,27074.37,25562.27,26115.8,27256.67,26623.36,25643.18,87529,24552.32,25581.68,25409.25,23558.79,26815.94,23114.98,26926.14
2000,325,1916526,4.62E+08,,,,,,,,,,1923331,25890.61,23128.63,24062.22,23749.37,263704,26953.07,27006.06,25271.03,295088,267576,22718.75,24315.49,25294.94,25448.47,23205.37,23934.92,22674.42,26944.62,306546,383979,24296.65,275768,23067.79,26732.57,26120.17,24585.01
2001,325,1916526,4.73E+08,,,,,,,,,,1907224,17212164,29124882,31065378,14726564,17513730,13167397,19958488,9162312,13768631,13321077,14468028,23581674,10071571,18680966,13330925,19615468,10815732,18643334,19527374,26647428,11977386,16291365,13854302,19215852,16242305,30949302
