clusterId1,centrotype,cent.factor,nr of peaks in cluster,chosen peak#,Scan Nr,retention,retentionMean,Mass(uD),membership1,simIsShared,sim ranking of peak,max sample name,max value,QUANT_START,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973,QUANT_END,mass list,(relative)intensity list
503,9152,1,2,9152,3509,19427546,19414210,691158203,0.999955,FALSE,1,Qe05955,79890,>>,24253.7,22677.39,24231.62,23559.64,64903,27164.03,24242.61,25955.5,79890,67378,24816.43,23749.64,27491.2,26921.05,22742.4,25854.18,27337.57,24825.06,53519,24014.07,26899.72,25924.13,24295.98,23835.11,23520.67,23026.98,<<,6.91158203E8;2.73170319E8;,999.0;627.94;
505,9165,1,2,9157,3511,19436375,19450318,526613220,0.959376,FALSE,1,Qe05952,318097,>>,254962,302547,310756,301055,273076,318097,312199,300738,253043,267820,279724,274952,260584,245355,250799,242262,246987,238741,252098,253985,250901,257504,205821,234719,216030,288397,<<,5.2661322E8;5.4257959E8;,999.0;272.6;
506,9214,1,24,9188,3516,19453966,19506891,515118713,0.992209,FALSE,1,Qe05970,2.54E+08,>>,2.36E+08,2.33E+08,1.94E+08,1.92E+08,1.87E+08,1.88E+08,2.05E+08,1.88E+08,1.60E+08,2.04E+08,2.19E+08,1.96E+08,1.73E+08,1.88E+08,2.04E+08,1.86E+08,1.69E+08,1.93E+08,1.97E+08,1.89E+08,1.90E+08,1.96E+08,2.54E+08,2.45E+08,2.52E+08,2.36E+08,<<,5.15118713E8;5.16121704E8;2.57055664E8;5.17124023E8;7.73181396E8;1.031244263E9;7.73683105E8;1.032247925E9;2.57557251E8;7.74184814E8;1.03325E9;7.74685852E8;1.032747437E9;2.58058044E8;1.289808594E9;1.289307129E9;7.72172668E8;7.75185181E8;1.290811646E9;5.03117706E8;6.13094177E8;1.79034683E8;1.288799072E9;1.300797607E9;,999.0;272.87;83.71;58.85;50.13;44.56;35.51;26.21;23.02;20.18;7.53;7.51;5.64;4.9;3.65;3.63;3.59;2.29;1.93;1.11;0.6;0.6;0.45;0.2;
507,9224,1,5,9242,3527,19502302,19487542,336108307,0.970158,FALSE,1,Qe05960,1157506,>>,621924,633830,885106,892570,797948,681049,835651,677669,643625,726521,633885,946098,663056,1157506,1106607,809231,781354,930527,839287,716218,891749,700457,27388.26,27057.88,25700.92,654348,<<,3.36108307E8;8.00148621E8;8.52236938E8;8.53235901E8;8.02147034E8;,999.0;651.69;180.54;135.2;109.43;
508,9227,1,3,9251,3528,19506741,19480436,365195648,0.970605,FALSE,1,Qe05955,651807,>>,174659,181501,61876,27344.5,582216,487620,149557,23734.91,651807,494067,143030,81259,51052,24276.89,22800.45,300182,51197,26821.7,411912,212007,23922.68,303094,24734.47,153991,23352.36,157692,<<,3.65195648E8;3.21206757E8;3.6620047E8;,999.0;301.84;225.97;
510,9271,1,20,9283,3536,19546003,19548577,529097900,0.984238,FALSE,1,Qe05970,1080760,>>,803702,754180,596117,702283,639873,696697,724927,707666,578321,691460,797422,710375,685497,674783,658086,656552,610056,708931,676494,682636,698813,680268,1080760,928929,983204,771196,<<,5.290979E8;4.94115021E8;3.83124786E8;9.89231079E8;7.52174011E8;5.31113342E8;7.52676697E8;4.94617432E8;9.90235474E8;7.53181091E8;3.84127106E8;7.51167419E8;8.99253479E8;4.9511972E8;1.268301514E9;9.87217285E8;7.53683899E8;7.51666992E8;1.045225708E9;7.83164917E8;,999.0;937.7;920.68;864.74;732.33;616.36;591.63;535.5;432.35;306.99;230.29;184.09;179.33;166.01;120.07;105.94;97.37;95.23;81.27;74.77;
511,9288,1,4,9288,3537,19550592,19649134,705332520,0.999955,FALSE,1,Qe05961,460385,>>,273870,211589,386256,326379,167148,180595,336324,294151,26597.93,103435,218704,410305,274139,350234,460385,273285,268273,431092,60624,111794,417629,71052,73607,23134.97,25299.41,267293,<<,7.0533252E8;7.06333862E8;5.87225647E8;4.57169128E8;,999.0;370.05;273.35;208.68;
514,9323,1,3,9325,3549,19612009,19593341,284022949,0.999766,FALSE,1,Qe05961,6108985,>>,4182897,4225680,5328196,5168185,4583832,4222433,5232243,3995842,3895470,4427636,3955316,4859233,3648265,5480578,6108985,4555298,4109947,4781764,4565674,4050621,4676612,4026521,23965.82,25468.54,23474.83,4110846,<<,2.84022949E8;2.85026367E8;2.86016785E8;,999.0;127.57;38.63;
517,9373,1,15,9364,3567,19704948,19685800,383124542,0.995006,FALSE,1,Qe05972,3154942,>>,539384,478089,68948,75972,79983,78678,89423,75386,73408,84534,474428,79556,70227,82732,101155,98611,72436,76229,82284,115708,93818,99468,3060603,2654692,3154942,488528,<<,3.83124542E8;4.87123657E8;5.35181152E8;3.67102997E8;3.45089783E8;4.19101349E8;4.53139343E8;3.47076447E8;4.88127808E8;3.85130096E8;3.65113892E8;5.95202881E8;5.36185486E8;8.99251526E8;4.48106781E8;,999.0;131.81;82.14;78.87;55.22;48.68;46.83;35.9;35.41;34.86;28.86;28.52;26.1;25.22;18.18;
518,9370,1,2,9370,3568,19710663,19694310,160040146,0.999955,FALSE,1,Qe05956,1771246,>>,883739,926228,810942,734659,1105182,1190138,934707,613218,1586338,1771246,899093,839147,483443,730357,714642,900583,549547,606839,1557601,1138894,523853,1554149,559721,242227,287128,936632,<<,1.60040146E8;1.16050377E8;,999.0;104.76;
519,9421,1,5,9415,3578,19769995,19762431,417194702,0.970671,FALSE,1,Qe05961,4330927,>>,3372161,3150403,3621708,3233520,3299603,3133391,3486031,3202475,2818514,3327417,2886095,3796033,2711086,4003510,4330927,3845756,3184297,3625371,4040691,4122379,3884963,3106296,23692.64,24020.69,138460,3510971,<<,4.17194702E8;4.18198029E8;2.48071884E8;4.19193817E8;2.48573563E8;,999.0;227.82;199.33;52.46;45.17;
521,9450,1,9,9443,3589,19820826,19812258,543279114,0.998785,FALSE,1,Qe05970,9604349,>>,1316607,1098535,422014,347094,594560,611518,473635,364912,722455,737160,1381298,414075,368570,433582,420121,500509,357072,336584,743083,656129,381144,738958,9604349,5126134,4353053,1391012,<<,5.43279114E8;5.44284729E8;5.06194427E8;1.013398804E9;5.06698914E8;1.014406921E9;5.45285461E8;6.2118158E8;8.79225769E8;,999.0;299.41;149.77;118.44;85.77;67.37;65.32;41.64;13.0;
522,9458,1,3,9457,3592,19834032,19814342,933318848,0.999375,FALSE,1,Qe05961,449901,>>,331208,270130,320343,342393,333031,320996,357154,339752,304611,364790,286263,365025,303874,360746,449901,425568,310077,342115,408022,400169,370422,354874,26345.09,23218.38,26329.3,291827,<<,9.33318848E8;9.34320129E8;8.00147522E8;,999.0;597.83;538.03;
524,9513,1,8,9526,3609,19907269,19838046,515118530,0.988862,FALSE,1,Qe05972,3.42E+08,>>,3.28E+08,3.14E+08,3.18E+08,3.24E+08,3.36E+08,3.30E+08,3.27E+08,3.22E+08,3.04E+08,3.42E+08,3.13E+08,3.08E+08,3.12E+08,3.15E+08,3.38E+08,3.35E+08,3.20E+08,3.29E+08,3.37E+08,3.28E+08,3.32E+08,3.28E+08,3.34E+08,3.40E+08,3.42E+08,3.33E+08,<<,5.1511853E8;5.16121521E8;7.73181519E8;7.73683167E8;1.032247925E9;1.031745972E9;1.03425293E9;7.75185852E8;,999.0;248.27;94.55;74.55;70.12;45.0;4.26;4.17;
525,9509,1,2,9552,3611,19915981,19857234,1030234375,0.97338,FALSE,1,Qe05970,2679540,>>,2050750,1978485,2021833,2174164,2248290,23485.82,2129598,2070936,1859822,2467870,1896558,1966019,2091665,1969075,2372422,2282612,2000222,2119278,2474707,2302646,2402807,2182291,2679540,2226609,2648033,2036739,<<,1.030234375E9;6.11107422E8;,999.0;126.31;
526,9525,1,5,9540,3610,19911615,19673043,257055664,0.978231,FALSE,1,Qe05965,1.25E+07,>>,1.25E+07,1.13E+07,1.18E+07,1.16E+07,1.09E+07,1.11E+07,1.19E+07,1.13E+07,1.12E+07,1.20E+07,1.13E+07,1.08E+07,1.13E+07,1.13E+07,1.16E+07,1.11E+07,1.18E+07,1.09E+07,1.14E+07,1.13E+07,1.15E+07,1.15E+07,9194034,8217498,9192387,1.13E+07,<<,2.57055664E8;3.53086273E8;2.57557251E8;1.79035065E8;5.45091614E8;,999.0;487.04;256.85;29.2;1.49;
528,9599,0.997844,2,9605,3631,20006651,19999444,393153229,0.973807,FALSE,1,Qe05971,250471,>>,124794,127467,113270,90805,95397,82972,110382,25088.49,91143,104908,109323,26199.21,74155,102912,111041,24612.7,75060,99704,26316.18,76284,88389,89389,226534,250471,250271,125257,<<,3.93153229E8;4.53138245E8;,999.0;466.37;
529,9636,1,16,9648,3646,20082315,20066866,503119171,0.998235,FALSE,1,Qe05970,3195217,>>,502278,452630,22980.67,27272.3,25999.9,25609.49,25155.47,23293.81,23255.09,24373.87,493687,26152.47,25579.69,23966.26,23875.38,27196.58,26558.46,24364.44,24017.01,26905.38,22591.5,26316.7,3195217,2724049,2746765,440766,<<,5.03119171E8;5.04122803E8;5.45129456E8;6.91189636E8;4.72124969E8;5.49124084E8;5.05125519E8;4.73128387E8;5.50127991E8;6.90303528E8;1.019245605E9;5.71105591E8;7.35212646E8;3.41086334E8;3.68107269E8;6.92191223E8;,999.0;265.05;261.51;247.85;153.97;138.55;57.06;42.46;38.18;34.94;33.83;29.4;25.3;23.64;13.07;9.32;
530,9645,1,2,9640,3645,20077271,20063760,309155304,0.989745,FALSE,1,Qe05953,112891,>>,25381.18,23999.27,60024,22833.39,66862,25477.26,112891,25064.15,27332.72,24052.28,26642.2,107335,25315.88,65908,27072.68,60864,22694.22,26952.28,23097.72,23416.74,27180.55,25840.07,27395.84,25049.58,24611.9,26261.22,<<,5.06238159E8;3.09155304E8;,999.0;883.17;
531,9651,1,4,9651,3647,20084839,20078305,413217743,0.999955,FALSE,1,Qe05950,674597,>>,356109,263159,583685,674597,230713,369429,349905,401700,313300,491857,273130,271994,294428,365733,670784,225808,229150,370790,227685,252902,360446,225770,157856,23473.19,22621.04,389197,<<,4.13217743E8;4.57134033E8;4.14220367E8;4.63198883E8;,999.0;341.57;234.69;115.51;
533,9663,1,2,9670,3657,20138618,20127908,556298401,0.957064,FALSE,1,Qe05969,486226,>>,137086,146267,26434.81,23601.61,136191,205959,25999.01,25937.05,285068,355399,129293,23575.26,23011.08,23154.39,22963.94,113772,23395.36,24575.04,440161,418843,24958.96,486226,22814.21,25845.38,100898,142559,<<,5.56298401E8;4.1519693E8;,999.0;340.84;
535,9674,1,2,9679,3660,20154640,20174502,551212524,0.999704,FALSE,1,Qe05961,914228,>>,293643,262272,246412,489473,76041,287795,81128,371004,68046,230274,296352,118343,276996,348587,914228,99275,494151,193387,105237,459179,571588,314221,22914.5,24129.43,27334.08,282023,<<,5.51212524E8;5.52216736E8;,999.0;308.58;
536,9684,1,4,9687,3663,20170685,20148547,391175842,0.993692,FALSE,1,Qe05962,5722395,>>,3419417,2987989,3192103,1736646,3573355,2937225,3124449,2820505,2865446,3004911,2856219,5413897,1901933,4348063,2985157,5722395,1969318,3585022,4544892,3178431,2512552,2473025,250375,102409,140283,2974753,<<,3.91175842E8;3.92179108E8;3.93181305E8;3.81227966E8;,999.0;229.81;40.04;25.28;
538,9728,1,30,9712,3670,20211626,20196614,326102753,0.99878,FALSE,1,Qe05970,6.34E+07,>>,8241371,7160691,68724,52045,57375,27355.88,69602,24627.97,24945.21,23869.95,7499914,64136,22765.79,65584,53522,51490,23105.91,53305,60320,66441,52374,57376,6.34E+07,2.70E+07,5.99E+07,7433422,<<,3.26102753E8;3.27106262E8;6.53213196E8;3.28108734E8;6.54216553E8;3.94090088E8;4.22091064E8;3.72108368E8;3.62079559E8;7.05202515E8;1.73081604E8;8.42229187E8;1.31071106E8;3.89098816E8;6.75195007E8;4.23093262E8;6.23159607E8;3.95093842E8;8.4323291E8;3.64076263E8;2.06045471E8;7.04191162E8;1.1904966E8;3.51089569E8;4.16097992E8;4.10063507E8;3.73111481E8;2.8211264E8;3.6307962E8;6.2416333E8;,999.0;197.99;56.66;27.66;22.74;20.04;18.14;12.42;11.87;10.39;9.2;8.33;7.94;5.93;5.48;4.5;4.48;4.35;4.04;3.78;3.77;3.62;3.37;3.13;3.0;2.77;2.61;2.52;2.01;1.53;
539,9762,1,14,9747,3680,20263493,20252382,351217163,0.976666,FALSE,1,Qe05961,7927730,>>,4775813,3857314,7277061,6892661,3477259,3597676,4242619,3971014,2856593,4064549,4120750,5468595,3286352,7215583,7927730,4420830,4168043,5516792,3276732,4188377,4821808,3666825,617477,95418,118293,4715789,<<,3.51217163E8;3.97222626E8;4.4720517E8;3.52220612E8;3.98225983E8;4.48207977E8;4.19204407E8;3.99228485E8;7.03442688E8;3.87194122E8;3.53223297E8;4.49207886E8;4.20208557E8;3.8919043E8;,999.0;817.74;296.8;216.66;189.26;78.99;53.87;33.51;32.15;31.52;30.84;21.67;13.92;7.24;
542,9796,1,8,9796,3691,20320629,20299998,483259613,0.999955,FALSE,1,Qe05961,2929094,>>,2200987,2240646,2555542,2609941,2305897,2209705,2794695,2103420,2037875,2384278,1997713,2678115,1805741,2823565,2929094,2426461,2005541,2432646,2410757,2421760,2484369,2264965,160698,23467.72,89282,2274716,<<,4.83259613E8;5.29264709E8;4.84262939E8;6.25285645E8;5.30268005E8;3.21206421E8;4.85265076E8;5.31277588E8;,999.0;419.84;278.23;275.73;121.33;70.82;57.21;38.07;
544,9816,1,5,9813,3692,20323254,20296203,673213989,0.990755,FALSE,1,Qe05971,433161,>>,102594,89174,26612.43,27115.84,23548.34,26474.57,24123.61,24111.34,24069.03,25755.1,85965,23643.36,26468.79,26673.89,25866.54,27371.51,22848.96,24742.51,23001.94,25530.06,22931.23,23994.98,255887,433161,385777,90877,<<,6.73213989E8;3.45089569E8;4.75124298E8;2.92118805E8;4.73107056E8;,999.0;447.72;304.15;152.93;149.51;
549,9868,1,3,9867,3721,20505333,20491503,861318359,0.999954,FALSE,1,Qe05953,578582,>>,485043,446665,497865,470792,559996,499891,578582,457478,471143,545358,400009,503214,413447,493834,509397,489158,351182,467451,546617,551514,465289,518734,25576.83,23044.84,27014.68,451125,<<,8.61318359E8;8.62321899E8;8.63324402E8;,999.0;481.25;181.38;
550,9869,1,11,9878,3725,20535152,20531775,467155579,0.993959,FALSE,1,Qe05970,4913422,>>,674682,645651,96042,98526,85234,88489,85938,92509,76496,102086,703373,96220,75985,94696,101271,98556,90042,101672,111514,113305,109730,118822,4913422,3108786,3416443,616809,<<,4.67155579E8;4.68158966E8;5.27166931E8;4.95150635E8;5.73172485E8;4.69161346E8;5.63142517E8;4.96153961E8;5.35143555E8;7.35213806E8;6.73213745E8;,999.0;248.93;120.84;117.34;100.22;51.42;44.44;31.48;27.3;9.55;8.67;
552,9913,1,10,9902,3735,20602325,20579772,417212952,0.970461,FALSE,1,Qe05966,4401263,>>,1593769,1812554,720741,362165,2673145,2255641,1542322,391188,3466626,3647221,1655637,1155959,423077,882702,339595,1847098,380561,596771,4401263,3899796,472389,4239369,219160,321923,359846,1680655,<<,4.17212952E8;4.1821637E8;4.07184235E8;4.6023407E8;4.19218414E8;4.09181061E8;4.34201172E8;4.6123761E8;4.08187531E8;4.85200195E8;,999.0;222.99;115.21;62.86;41.86;39.07;36.4;29.65;27.04;19.56;
553,9931,1,7,9943,3745,20657227,20643279,423129456,0.964008,FALSE,1,Qe05961,1433661,>>,1236148,1052507,1102681,1139086,1174389,1286292,1388719,1182796,866134,1183695,1050684,1390964,1090999,1054297,1433661,1259066,1058149,1148410,1170485,1331500,1274175,1289588,343145,437649,332654,1094603,<<,4.23129456E8;5.37233765E8;4.2413269E8;5.38237366E8;3.63075562E8;5.73327942E8;4.59106262E8;,999.0;398.86;212.15;125.05;104.32;83.9;73.01;
554,9948,1,5,9954,3748,20673557,20628741,545129639,0.998711,FALSE,1,Qe05971,1891473,>>,294563,307641,98829,76209,84772,79668,84547,81663,87941,80555,315499,115038,74000,97936,83059,94291,64054,94155,92059,91046,82654,59319,1731694,1891473,1522508,273395,<<,5.45129639E8;5.52099426E8;5.46132996E8;4.55154541E8;1.06125647E9;,999.0;201.71;139.62;133.11;56.53;
555,9968,0.996715,2,9968,3754,20705500,20693708,574192566,0.993397,FALSE,1,Qe05964,452003,>>,323762,383135,374042,420452,358089,360793,393854,403439,304077,333629,338817,434505,348844,353880,449291,372413,368929,452003,379168,422824,414950,371884,22555.46,25571.83,24902.35,339617,<<,5.74192566E8;5.75193176E8;,999.0;220.88;
556,9971,1,2,9974,3757,20719034,20696506,251055832,0.995911,FALSE,1,Qe05955,237326,>>,25887.17,61247,25453.37,24229.74,212703,70967,96675,24342.43,237326,97086,23672.52,23641.19,57261,23527.34,26989.78,106477,25991.44,25782.44,217877,23274.07,27226.71,25795.43,25772.75,24189.11,25382.29,23407.97,<<,2.51055832E8;3.77196869E8;,999.0;642.75;
559,10049,1,32,10023,3765,20754496,20753247,515118774,0.992204,FALSE,1,Qe05971,3.25E+08,>>,2.04E+08,2.00E+08,2.03E+08,1.42E+08,1.48E+08,1.23E+08,2.05E+08,1.42E+08,1.19E+08,1.31E+08,1.96E+08,2.00E+08,1.25E+08,1.75E+08,1.52E+08,1.63E+08,1.22E+08,1.73E+08,1.46E+08,1.33E+08,1.48E+08,1.32E+08,3.18E+08,3.25E+08,3.03E+08,2.01E+08,<<,5.15118774E8;5.16121826E8;2.57055695E8;1.031244385E9;5.17124084E8;1.032248047E9;2.57557312E8;7.7318103E8;3.53086884E8;1.03325E9;7.73683044E8;1.031745117E9;1.61023987E8;2.58058136E8;7.7418573E8;1.289810181E9;1.289309326E9;1.290307129E9;1.034252686E9;3.54090118E8;7.74685913E8;1.290812622E9;1.62027191E8;1.291316528E9;1.79034103E8;1.73044678E8;5.60109497E8;7.75184448E8;1.28907059E8;1.288799316E9;9.3033974E7;1.288294189E9;,999.0;276.88;107.3;69.74;61.47;39.75;29.7;14.54;13.76;12.93;12.0;11.3;8.77;6.51;5.98;4.84;3.76;3.68;2.92;2.28;2.25;2.11;0.99;0.9;0.86;0.72;0.68;0.6;0.47;0.46;0.32;0.3;
560,10066,1,5,10080,3776,20806780,20767697,551095337,0.969724,FALSE,1,Qe05954,2351862,>>,1885430,2080676,2189410,2264979,2194845,2212196,2155503,2351862,2346443,2179526,2097255,2181635,2347407,2064730,2125679,2223560,2214889,2158948,2124796,2165501,2062355,2143367,1784846,1817752,1715840,1930536,<<,5.51095337E8;5.53094666E8;5.52098999E8;5.54098206E8;2.91551392E8;,999.0;312.6;286.58;91.7;44.61;
563,10142,1,20,10142,3795,20893879,20886241,473108429,0.999955,FALSE,1,Qe05970,3.92E+07,>>,8538808,7863622,4117344,3603382,3279975,3137300,4246890,3800036,2481824,3135671,8067534,3726834,3273977,3549407,3978198,3683863,2985390,3713648,3139195,3370410,3688953,2746292,3.92E+07,2.76E+07,3.18E+07,7782700,<<,4.73108429E8;4.74111633E8;4.75114075E8;5.0715033E8;2.36050354E8;5.4109729E8;9.47225159E8;3.11075775E8;5.08155121E8;2.36552139E8;9.48227295E8;5.45127563E8;5.63105286E8;1.75097198E8;5.42102539E8;7.01246094E8;9.41278625E8;2.1710762E8;5.39168457E8;1.77018967E8;,999.0;254.81;52.94;42.32;27.08;13.0;12.14;11.0;10.84;7.28;6.11;4.1;3.7;3.62;3.47;2.73;1.95;1.85;1.35;1.34;
564,10151,1,5,10164,3800,20918583,20931393,541190979,0.980707,FALSE,1,Qe05953,498914,>>,351395,306168,463409,431370,471598,451188,498914,490703,290612,384152,314351,326264,421830,190972,241840,216828,261175,255394,149065,183351,271840,485171,218677,84979,158440,299167,<<,5.41190979E8;4.99181549E8;5.45185364E8;5.42195435E8;5.00184662E8;,999.0;739.39;480.05;255.97;201.57;
567,10216,1,26,10216,3815,20995234,20985135,356113525,0.999955,FALSE,1,Qe05970,1.36E+07,>>,1760983,1543378,26793.7,23108.41,27235.95,26674.84,26572.56,27422.1,25106.87,22954.32,1829702,26564.28,24834.06,24114.26,25411.63,23493.25,25871.13,23225.41,22866.1,24513.75,26784.03,25625.33,1.36E+07,7532588,1.33E+07,1586967,<<,3.56113525E8;3.57116852E8;4.77139496E8;4.88155853E8;5.5109552E8;6.39218384E8;4.78143982E8;6.07202759E8;5.23145691E8;4.02118652E8;3.58119202E8;5.53092712E8;4.52101257E8;4.2410083E8;4.89159271E8;6.91188354E8;3.450896E8;6.08205872E8;5.35145203E8;3.92089844E8;4.03122711E8;6.92192078E8;4.53103668E8;8.73243652E8;4.25102692E8;6.09207092E8;,999.0;210.35;189.04;84.06;77.55;61.41;49.28;47.59;40.89;38.94;32.02;30.24;28.09;25.01;22.76;18.8;16.67;15.21;14.29;11.61;9.17;7.8;7.11;6.92;4.8;3.53;
568,10218,1,9,10224,3816,21000444,20989725,363180878,0.999766,FALSE,1,Qe05949,1.39E+07,>>,9859691,6566083,1.39E+07,8018718,7671022,5694164,7747341,6661109,7890931,8395001,7176766,8682411,4292735,1.18E+07,8820352,8893568,4642498,8551656,6392016,5028022,5110952,4470325,6736981,837118,1924364,7190864,<<,3.63180878E8;3.64184357E8;3.19190887E8;3.65186249E8;3.17175201E8;8.79306641E8;4.31168793E8;3.20194489E8;8.80310486E8;,999.0;217.89;67.39;33.78;23.78;20.7;20.24;13.85;9.89;
571,10261,1,5,10261,3826,21057837,21019928,248072037,0.999955,FALSE,1,Qe05960,2087591,>>,1390170,1437920,1989716,2031590,1581795,1454546,1760302,1547128,1341674,1442829,1378681,1749200,1449870,2087591,2004952,1469947,1381156,1684656,1307202,1292082,1558997,1201756,22722.98,24524.22,24009.55,1351173,<<,2.48072037E8;2.48573685E8;2.49070084E8;4.15179016E8;5.43280334E8;,999.0;234.17;88.42;82.31;56.26;
573,10280,1,4,10280,3836,21110264,21101742,537197388,0.999955,FALSE,1,Qe05949,832073,>>,320958,312448,832073,511017,216636,200682,252076,239017,183146,201613,339296,441116,125139,803058,688422,342525,246487,510877,233361,219571,285611,174810,343142,23316.58,22935.73,347452,<<,5.37197388E8;5.38200439E8;4.39214264E8;4.89197357E8;,999.0;284.98;202.02;80.52;
574,10284,1,4,10283,3837,21116257,21104096,430223145,0.999919,FALSE,1,Qe05966,1171664,>>,316022,325938,108122,26449.92,926014,227781,345047,27215.19,921129,403098,295465,289716,22737.05,143036,22616.88,812936,24770.14,105135,1171664,320307,26070.15,457078,25284.88,23379.82,25018.11,295642,<<,4.30223145E8;4.31226471E8;4.11202271E8;5.26210327E8;,999.0;273.93;158.93;89.3;
575,10298,1,2,10298,3841,21140446,21067613,505133759,0.999955,FALSE,1,Qe05970,1318430,>>,186228,174719,25027.5,50740,23701.23,25294.41,23235.36,25506.89,24438.94,26007.46,193350,88288,25911.82,82767,82115,23745.96,25751.57,71053,24009.06,26149.42,63226,23864.45,1318430,656712,918102,172613,<<,5.05133759E8;4.55212982E8;,999.0;389.26;
576,10307,1,4,10309,3850,21196026,21183625,369118683,0.997997,FALSE,1,Qe05953,3379196,>>,913637,1056624,1497140,460452,1480821,562778,3379196,983656,129786,323093,835175,2909935,1084858,1800371,387424,1589907,359870,2021511,136991,207198,539088,101168,24485.72,84890,23340.81,902086,<<,3.69118683E8;3.70122101E8;4.05095642E8;4.32113953E8;,999.0;189.5;63.69;32.7;
577,10319,1,2,10319,3852,21207170,21245544,625286072,0.999955,FALSE,1,Qe05967,481140,>>,324286,292035,195273,246077,219429,232894,203664,296378,189899,270270,254965,367470,201680,386325,425327,409489,316107,363728,429306,481140,395131,216805,22551.59,25255.59,22650.16,316453,<<,6.25286072E8;6.26289429E8;,999.0;305.7;
578,10320,1,14,10323,3855,21223497,21210339,503119049,0.978268,FALSE,1,Qe05970,1.16E+07,>>,1490228,1377077,358410,315857,251413,240922,341785,296622,27051.6,22930.06,1359217,329582,255869,306479,299047,287530,227284,298387,27383.42,254627,297544,23922.43,1.16E+07,6318113,7706198,1230287,<<,5.03119049E8;5.2716687E8;5.04122559E8;5.28170166E8;5.29170593E8;5.87187012E8;5.39096497E8;5.71106201E8;5.66114258E8;5.73171997E8;3.41086395E8;3.98091156E8;5.41094421E8;1.73044922E8;,999.0;814.77;264.0;236.78;50.51;31.51;27.27;20.7;20.47;16.97;15.48;13.35;10.73;6.71;
579,10344,1,8,10344,3866,21283741,21265229,499124237,0.999955,FALSE,1,Qe05970,2.60E+07,>>,1.81E+07,1.68E+07,1.65E+07,1.60E+07,1.58E+07,1.53E+07,1.88E+07,1.61E+07,1.34E+07,1.82E+07,1.61E+07,1.61E+07,1.33E+07,1.42E+07,1.54E+07,1.49E+07,1.31E+07,1.42E+07,1.71E+07,1.70E+07,1.47E+07,1.65E+07,2.60E+07,1.85E+07,2.44E+07,1.79E+07,<<,4.99124237E8;5.00126801E8;2.49058289E8;2.49560028E8;5.17126709E8;5.67111572E8;2.50061035E8;5.68111938E8;,999.0;272.89;111.9;31.06;13.01;12.51;6.23;2.22;
580,10348,1,9,10363,3868,21293821,21275226,633290955,0.998587,FALSE,1,Qe05953,4650821,>>,3589509,3143607,3871126,3662624,4137263,4003120,4650821,3424459,3760556,4462884,2951242,3881351,3283360,3725860,3316387,3219012,2884556,3362983,4047748,3779109,3266176,3848466,23549.47,22699.39,26902.87,3762573,<<,6.33290955E8;6.34294067E8;6.79296631E8;5.47311707E8;6.80300232E8;6.35296814E8;5.48315369E8;7.01278076E8;4.50140167E8;,999.0;368.73;122.11;106.66;47.54;45.34;34.34;26.77;22.19;
